Mese,Giorno,Prezzo Medio di Chiusura,STD,N,P10,P90,DOY
10,16,4172.4000244140625,1252.0100077275306,4.0,3137.9259765625,5401.818115234375,290
10,17,4222.642578125,1216.5295724406694,4.0,3201.949951171875,5400.989208984375,291
10,18,4274.381982421875,1065.6435639484896,5.0,3279.711962890625,5313.3859375,292
10,19,3979.9274291992188,505.64672708866715,4.0,3507.3919189453127,4447.14091796875,293
10,20,3967.3125610351562,501.7608151795708,4.0,3509.9180908203125,4442.581005859375,294
10,21,4119.757958984375,1121.8422307748465,5.0,3178.256005859375,5332.29990234375,295
10,22,4211.39501953125,1271.72008713296,4.0,3133.239990234375,5459.310107421875,296
10,23,4121.092468261719,1224.194914913772,4.0,3142.7809814453126,5323.305957031251,297
10,24,4216.292541503906,1179.0398900384537,4.0,3246.4050537109374,5341.20595703125,298
10,25,4288.6060546875,1022.7257772138719,5.0,3357.174072265625,5311.4640625,299
10,26,3985.8975219726562,495.2956827028894,4.0,3529.8590087890625,4443.522021484375,300
10,27,3966.757568359375,490.6155115771169,4.0,3515.665966796875,4421.387158203125,301
10,28,4126.289990234375,1125.2884733876751,5.0,3132.06396484375,5332.67998046875,302
10,29,4196.324951171875,1287.8192729842967,4.0,3118.85595703125,5464.65791015625,303
10,30,4074.304931640625,1256.5492963006268,4.0,3113.727001953125,5319.614892578125,304
10,31,4202.197509765625,1114.3403381046453,4.0,3287.88603515625,5251.955078125,305
11,1,4300.667919921875,982.5063811402603,5.0,3382.585986328125,5282.7478515625,306
11,2,4004.5899047851562,586.5540093374731,4.0,3445.0749755859374,4536.7888671875,307
11,3,4026.9898681640625,588.2932979171916,4.0,3474.37890625,4569.900830078125,308
11,4,4137.002001953125,1062.300959215706,5.0,3224.33798828125,5299.63798828125,309
11,5,4266.339904785156,1221.6136297822457,4.0,3205.3690673828123,5457.190771484376,310
11,6,4220.309997558594,1258.832147098475,4.0,3206.5780029296875,5460.122021484375,311
11,7,4310.864990234375,1228.002326420231,4.0,3301.665966796875,5494.684033203125,312
11,8,4400.242041015625,1080.759570673554,5.0,3387.09208984375,5478.0041015625,313
11,9,4082.9175415039062,525.3524653698086,4.0,3609.9210205078125,4583.880029296875,314
11,10,4140.962585449219,489.76965496670175,4.0,3668.7820556640627,4577.26904296875,315
11,11,4260.643994140625,1129.5461004421243,5.0,3281.269970703125,5460.51806640625,316
11,12,4323.922607421875,1293.820214273517,4.0,3225.391064453125,5593.648193359375,317
11,13,4269.0299072265625,1266.8151945242896,4.0,3241.372998046875,5513.230859375,318
11,14,4374.6875,1197.4033445303496,4.0,3354.81591796875,5513.129003906251,319
11,15,4433.69794921875,1006.4185126476636,5.0,3468.96796875,5395.4919921875,320
11,16,4198.710021972656,494.13918153230327,4.0,3726.4739501953127,4643.102001953125,321
11,17,4189.695007324219,499.956226056404,4.0,3710.6390380859375,4636.274951171875,322
11,18,4250.6640625,1087.0659459080487,5.0,3300.334033203125,5417.9880859375,323
11,19,4329.247497558594,1248.6340063691136,4.0,3258.6869873046876,5551.273974609375,324
11,20,4282.6224365234375,1244.4607474426664,4.0,3243.183984375,5506.190869140625,325
11,21,4385.094970703125,1197.2291412639725,4.0,3357.460009765625,5525.553955078125,326
